Костромина,река
Марченко,маленький
Мачуло,кора молодой липы
Мбуту,высокий
Настыч,мужественный
Нелюбина,неприглядный
Пехтерева,кошель
Подмогильная,могила
Путяков,путь
Рудиченко,рыжеволосый
Сачко,засмеяться
Черных,черноволосый
Шалабода,шалить
Щербак,одноконный извозчик
Александров,защитник
Алехина,защитник
Бабченко,женщина
Бодрова,бойкий
Борзенко,маленький
Варнавский,утешение
Гайдай,холм
Губанов,губа
Данилова,Бог мой судья
Дашиян,камень
Капраленко,воин
Карпенко,плод
Катькалова,чистый
Кузнецова,кузнец
Кучма,высокая копна волос
Ланина,благосветный
Лаптева,благосветный
Михайлова,подобный Богу
Новосельцева,переселенец
Носиков,нос
Полежаев,ленивый
Рязанов,воин
Савченко,старец
Сагинашвили,мужественный
Соколова,доблесть
Тодосан,сын Тороса
Федотова,данный богами
Чепланова,каравай
Ширяев,широкоплечий
Агеева,торжественный
Андрейко,храбрый
Антипова,упорный
Атамас,мастер
Буталеб,желающий
Вершинина,вершина
Гайбарян,уличный
Герасимович,уважаемый
Гончар,гончар
Зиброва,жевать
Кептя,храбрый
Киракосян,летописец
Куликова,кулик
Леонов,лев
Лунин,блеск
Магомедова,прославляемый
Мишагина,благонравный
Наумчук,утешающий
Рудь,рыжеволосый
Садат,благоразумие
Сакунова,сочный
Седова,светловолосый
Семенчук,слушающий
Фомина,близнец
Айдемирова,яркий
Айдинян,лучезарный
Гишян,изгнанный
Гуледани,шумный
Дудкина,дудка
Золотухина,золотистые волосы
Ким,золото
Курьянов,владыка
Кухаренко,повар
Лебедева,изящный
Масленникова,масло
Павлова,малый
Рипли,рубильщик
Ромашова,римлянин
Славко,славка
Шаповалова,валяльщик
Шнейдер,портной
Абих,север
Аль-Акби,правитель
Лебедева,изящный
Перевалова,упряжка
Серебрякова,серебрянник
Ганус,родник
Горбачева,горб
Деминова,сухой
Печеникина,печь
Плотникова,древодел
Постникова,пост
Салах,благополучие
Сотниченко,командир
Фасси,бочка
Чеботарева,сапоги
Шаульский,одолженный у Бога
Али,высокий
Бен,сын
Ефимова,благочестивый
Исмаилова,Бог слышит
Хассан,мужественный
Азизова,дорогой
Айропетьянц,покровитель
Беляева,свободный от подати
Гильдеева,храбрый
Голубцова,деревянный крест с двускатной крышей
Душенко,мужественный
Еланская,река
Калиниченко,победитель
Маковецкая,молот
Нарыжная,порыжеть
Недайвозова,возить
Радченко,герой
Рыжикова,рыжеволосый
Савченко,старец
Самойлова,испрошенный
Спатарь,стулья
Терещенкова,назойливый
Чудинова,поселение
Аленцов,природа
Данелян,правитель
Дугарцыренова,старший
Дурицкая,праздный
Каргина,ворона
Каримова,великодушный
Майданенко,площадь
Серяпова,серый
Толбатова,колотушка
Уварова,виноградная кисть
Шакер,старший
Будянская,поселение
Емцева,пошлина
Кадацкая,поселение
Кищенко,корзина
Кожанова,кожа
Надолинский,вниз
Романова,римский
Рыбас,рыбак
Соловьева,птичий
Стукова,стучать
Тванба,сильный ветер
Третьякова,третий
Троепольская,поле
Феофилактова,Богом хранимый
Чорная,податный
Балахнина,ворота
Беро,мудрый
Десятник,городовой
Кулешова,кулеш
Лядская,принадлежащий поляку
Моисеева,дитя
Панькина,всесильный
Писачук,писарь
Степа,венец
Умывакина,чистоплотный
Алавердиян,Аллах дал
Асриян,эпоха
Гогичаева,храбрый
Горбуля,горб
Епихина,явление
Живагина,чудак
Ивашкина,божья благодать
Кравцова,портной
Ламтева,поселение
Манжилевская,устойчивый
Оболенская,поселение
Сердюкова,проводник
Сивокобыльская,привлекательный
Тертычная,пекарь
Черкашина,поселение
Шинкарева,таверна
